Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0006461~protein complex assembly	26	10.4	2.1192326734999228E-4	3126687, 3127142, 3124756, 3127529, 3123097, 3124432, 3125044, 3129598, 3128223, 3128863, 3123211, 3128740, 3125528, 3126568, 3126464, 3124054, 3128420, 3125873, 3128992, 3126809, 3123667, 3129316, 3128495, 3125034, 3124057, 3128123	237	241	4870	2.216853126039533	0.20946694699279167	0.013731196932369683	0.338707664794069
GOTERM_BP_FAT	GO:0070271~protein complex biogenesis	26	10.4	2.1192326734999228E-4	3126687, 3127142, 3124756, 3127529, 3123097, 3124432, 3125044, 3129598, 3128223, 3128863, 3123211, 3128740, 3125528, 3126568, 3126464, 3124054, 3128420, 3125873, 3128992, 3126809, 3123667, 3129316, 3128495, 3125034, 3124057, 3128123	237	241	4870	2.216853126039533	0.20946694699279167	0.013731196932369683	0.338707664794069
GOTERM_BP_FAT	GO:0000280~nuclear division	22	8.799999999999999	2.1676833304873217E-4	3126687, 3129384, 3123097, 3126485, 3126495, 3126809, 3128056, 3124845, 3128871, 3128939, 3127700, 3129316, 3129765, 3122590, 3124645, 3124344, 3128740, 3126017, 3126070, 3127307, 3126990, 3126464	237	186	4870	2.4304704868200173	0.21370413613249406	0.013267979536256469	0.3464387299608851
GOTERM_BP_FAT	GO:0007118~budding cell apical bud growth	6	2.4	2.3939220122667955E-4	3128209, 3127553, 3123645, 3128145, 3129442, 3127789	237	13	4870	9.483933787731257	0.23319115572023597	0.013877425869457727	0.3825312318245677
GOTERM_BP_FAT	GO:0040007~growth	18	7.199999999999999	3.1322278761164825E-4	3127664, 3124756, 3129084, 3127553, 3123342, 3123645, 3125101, 3123026, 3128203, 3128209, 3123032, 3125998, 3128145, 3129442, 3123193, 3127789, 3123415, 3123241	237	138	4870	2.680242157402312	0.2934903965774952	0.017220919525130385	0.5002300341210519
GOTERM_BP_FAT	GO:0051726~regulation of cell cycle	21	8.4	3.2776452604232E-4	3126687, 3123083, 3124756, 3126513, 3123097, 3126495, 3127553, 3129619, 3128871, 3128064, 3127700, 3129316, 3123056, 3129765, 3122590, 3124645, 3125535, 3126751, 3128740, 3128145, 3124991	237	178	4870	2.4242639738301808	0.3047963412044732	0.01716293543588543	0.5233967220178548
GOTERM_BP_FAT	GO:0048308~organelle inheritance	12	4.8	3.6158282819609715E-4	3125968, 3127760, 3127989, 3129357, 3125873, 3127553, 3123645, 3123193, 3127789, 3123415, 3125000, 3123578	237	68	4870	3.626209977661951	0.3303953868824099	0.01806518998876072	0.5772536736099121
GOTERM_BP_FAT	GO:0051640~organelle localization	16	6.4	3.8028636546995825E-4	3126687, 3127858, 3123097, 3125873, 3126485, 3128351, 3129357, 3126809, 3123645, 3129316, 3126910, 3125998, 3123193, 3127789, 3127307, 3126464	237	115	4870	2.8589249678957986	0.3441464685312967	0.018172751296602785	0.6070280371847092
GOTERM_BP_FAT	GO:0031109~microtubule polymerization or depolymerization	4	1.6	4.335669860140205E-4	3127858, 3129384, 3123097, 3128740	237	4	4870	20.548523206751053	0.38179184183128934	0.019839310809086297	0.6918002145040236
GOTERM_BP_FAT	GO:0007019~microtubule depolymerization	4	1.6	4.335669860140205E-4	3127858, 3129384, 3123097, 3128740	237	4	4870	20.548523206751053	0.38179184183128934	0.019839310809086297	0.6918002145040236
GOTERM_BP_FAT	GO:0043933~macromolecular complex subunit organization	43	17.2	4.728552310928503E-4	3126687, 3127858, 3127142, 3124756, 3129384, 3123097, 3128099, 3127529, 3125044, 3124432, 3129598, 3128223, 3128863, 3123211, 3125528, 3128740, 3127495, 3123076, 3126464, 3126568, 3122867, 3124054, 3128420, 3129543, 3125873, 3128992, 3126495, 3126246, 3126809, 3123169, 3123645, 3123667, 3129316, 3129194, 3125659, 3128574, 3125489, 3124632, 3128495, 3129430, 3125034, 3128123, 3124057	237	519	4870	1.702478801330049	0.4081609003560749	0.020762252741069798	0.7542663850126363
GOTERM_BP_FAT	GO:0007049~cell cycle	49	19.6	6.382723882085886E-4	3127858, 3127142, 3123097, 3125372, 3127422, 3123056, 3129765, 3123211, 3125528, 3128740, 3125998, 3123193, 3126464, 3126990, 3126568, 3129520, 3124525, 3129008, 3126809, 3126805, 3124845, 3128064, 3129316, 3122590, 3126071, 3127923, 3126070, 3124085, 3126687, 3129384, 3128099, 3126485, 3124490, 3128056, 3126703, 3124645, 3126017, 3127307, 3123076, 3126495, 3128871, 3128939, 3127700, 3122991, 3124344, 3126751, 3126910, 3128145, 3127789	237	627	4870	1.6058654499693807	0.5074060491214671	0.02686597711012495	1.0168668210825182
GOTERM_BP_FAT	GO:0000741~karyogamy	7	2.8000000000000003	7.825122524003676E-4	3127422, 3126485, 3126809, 3128056, 3127307, 3126464, 3129316	237	24	4870	5.993319268635724	0.5802709099828809	0.03164211888160273	1.2453164073736755
GOTERM_BP_FAT	GO:0007114~cell budding	13	5.2	7.940392917634982E-4	3124756, 3126495, 3127553, 3123645, 3125101, 3127422, 3128209, 3125998, 3128145, 3129442, 3123193, 3127789, 3123241	237	86	4870	3.106172112648416	0.5856065404527082	0.03097233785801856	1.2635517846183997
GOTERM_BP_FAT	GO:0019954~asexual reproduction	13	5.2	7.940392917634982E-4	3124756, 3126495, 3127553, 3123645, 3125101, 3127422, 3128209, 3125998, 3128145, 3129442, 3123193, 3127789, 3123241	237	86	4870	3.106172112648416	0.5856065404527082	0.03097233785801856	1.2635517846183997
GOTERM_BP_FAT	GO:0051494~negative regulation of cytoskeleton organization	5	2.0	8.958674033826058E-4	3126687, 3125659, 3123097, 3125278, 3123415	237	10	4870	10.274261603375527	0.6298926743372597	0.03369384100801176	1.4245032684692682
GOTERM_BP_FAT	GO:0007059~chromosome segregation	19	7.6	9.286671106534695E-4	3124525, 3129384, 3123097, 3126495, 3126356, 3126809, 3128056, 3124845, 3128939, 3127700, 3129316, 3122590, 3124645, 3128740, 3126017, 3126070, 3123076, 3127307, 3126464	237	165	4870	2.3661935813834547	0.6431252272399111	0.03376255997363886	1.4762947216686473
GOTERM_BP_FAT	GO:0022403~cell cycle phase	36	14.399999999999999	9.588231580397435E-4	3126687, 3127858, 3127142, 3129384, 3123097, 3128099, 3126485, 3124490, 3128056, 3123056, 3129765, 3124645, 3126703, 3128740, 3126017, 3127307, 3126464, 3126990, 3129520, 3124525, 3129008, 3126495, 3126809, 3126805, 3128064, 3124845, 3128871, 3128939, 3127700, 3129316, 3122590, 3126071, 3124344, 3126751, 3126070, 3124085	237	422	4870	1.75295458635791	0.6548737488090937	0.03373541050965645	1.523889267366596
GOTERM_BP_FAT	GO:0010564~regulation of cell cycle process	14	5.6000000000000005	9.603710682688569E-4	3123083, 3126687, 3126513, 3123097, 3126495, 3127553, 3128871, 3128064, 3127700, 3129765, 3122590, 3124645, 3125535, 3128145	237	100	4870	2.8767932489451478	0.6554662635939733	0.03275054806379507	1.5263317141812838
GOTERM_BP_FAT	GO:0002098~tRNA wobble uridine modification	7	2.8000000000000003	0.0012336902387709006	3125557, 3123348, 3129419, 3127516, 3123241, 3123026, 3122950	237	26	4870	5.532294709509899	0.7456406158843059	0.040636335764950404	1.9567126499941523
GOTERM_BP_FAT	GO:0002097~tRNA wobble base modification	7	2.8000000000000003	0.0012336902387709006	3125557, 3123348, 3129419, 3127516, 3123241, 3123026, 3122950	237	26	4870	5.532294709509899	0.7456406158843059	0.040636335764950404	1.9567126499941523
GOTERM_BP_FAT	GO:0000279~M phase	30	12.0	0.0013926520396079743	3126687, 3127858, 3129384, 3123097, 3126485, 3128056, 3123056, 3129765, 3124645, 3126703, 3128740, 3126017, 3127307, 3126990, 3126464, 3124525, 3129008, 3126495, 3126809, 3126805, 3128064, 3124845, 3128871, 3128939, 3127700, 3129316, 3122590, 3124344, 3126070, 3124085	237	335	4870	1.84016625732099	0.7868006324038912	0.04443901558999441	2.2062094833258383
GOTERM_BP_FAT	GO:0006400~tRNA modification	11	4.3999999999999995	0.001434851023058259	3126426, 3125557, 3123348, 3124335, 3129419, 3127516, 3122458, 3123241, 3124985, 3123026, 3122950	237	68	4870	3.3240258128567888	0.7965616932425648	0.04447746209350356	2.2723424029705064
GOTERM_BP_FAT	GO:0033043~regulation of organelle organization	13	5.2	0.00145587456900162	3126687, 3123097, 3129357, 3126495, 3125044, 3125278, 3125372, 3124845, 3128871, 3123667, 3125659, 3122590, 3123415	237	92	4870	2.903595670519171	0.80125672072437	0.04388942071935886	2.305274192926532
GOTERM_BP_FAT	GO:0065003~macromolecular complex assembly	34	13.600000000000001	0.0014830792667359684	3126687, 3127142, 3124756, 3123097, 3128099, 3127529, 3125044, 3124432, 3129598, 3128223, 3128863, 3123211, 3125528, 3128740, 3127495, 3123076, 3126464, 3126568, 3124054, 3128420, 3125873, 3128992, 3126809, 3126246, 3123667, 3129316, 3129194, 3125489, 3124632, 3128495, 3129430, 3125034, 3128123, 3124057	237	400	4870	1.7466244725738398	0.8071718208658631	0.043510330567740674	2.347872846449317
GOTERM_BP_FAT	GO:0048284~organelle fusion	11	4.3999999999999995	0.0016081995310741352	3127422, 3123090, 3126485, 3122500, 3126809, 3128120, 3125050, 3128056, 3127307, 3126464, 3129316	237	69	4870	3.2758515257139367	0.8321910125507895	0.04588570997007291	2.5435690989135895
GOTERM_BP_FAT	GO:0007067~mitosis	19	7.6	0.0019556046589354627	3126687, 3129384, 3123097, 3126495, 3126809, 3124845, 3128871, 3127700, 3129316, 3129765, 3122590, 3124645, 3124344, 3128740, 3126017, 3126070, 3127307, 3126990, 3126464	237	176	4870	2.218306482546989	0.8859238372744019	0.05414293883065091	3.0850074084957657
GOTERM_BP_FAT	GO:0051493~regulation of cytoskeleton organization	8	3.2	0.0019951364930253894	3126687, 3125659, 3123097, 3129357, 3125278, 3128871, 3124845, 3123415	237	38	4870	4.326004885631801	0.8908264582651299	0.05386537792419954	3.1464395827283886
GOTERM_BP_FAT	GO:0045229~external encapsulating structure organization	24	9.6	0.0021292381691858913	3124780, 3124756, 3125681, 3129008, 3129084, 3124116, 3129036, 3127553, 3129619, 3123645, 3124174, 3125101, 3128825, 3122759, 3123056, 3125968, 3128024, 3125998, 3129252, 3127923, 3123193, 3127789, 3126990, 3129520	237	251	4870	1.9647990317212165	0.9059419012293088	0.056024152030250685	3.3545607172253633
GOTERM_BP_FAT	GO:0007047~cell wall organization	24	9.6	0.0021292381691858913	3124780, 3124756, 3125681, 3129008, 3129084, 3124116, 3129036, 3127553, 3129619, 3123645, 3124174, 3125101, 3128825, 3122759, 3123056, 3125968, 3128024, 3125998, 3129252, 3127923, 3123193, 3127789, 3126990, 3129520	237	251	4870	1.9647990317212165	0.9059419012293088	0.056024152030250685	3.3545607172253633
GOTERM_BP_FAT	GO:0000087~M phase of mitotic cell cycle	19	7.6	0.0022199081522257446	3126687, 3129384, 3123097, 3126495, 3126809, 3124845, 3128871, 3127700, 3129316, 3129765, 3122590, 3124645, 3124344, 3128740, 3126017, 3126070, 3127307, 3126990, 3126464	237	178	4870	2.193381690608259	0.9149584027918662	0.0569927459813061	3.49503971567493
GOTERM_BP_FAT	GO:0051301~cell division	30	12.0	0.0023973222122918927	3126687, 3124756, 3129384, 3123097, 3125372, 3122759, 3127422, 3129765, 3124645, 3128740, 3128209, 3125998, 3129442, 3123193, 3126017, 3123076, 3126990, 3126495, 3127553, 3123645, 3125101, 3124845, 3128871, 3127700, 3129316, 3122590, 3127923, 3128145, 3127789, 3123241	237	347	4870	1.7765293838689675	0.9301791241210193	0.06002579221195126	3.769361538259308
GOTERM_BP_FAT	GO:0022402~cell cycle process	41	16.400000000000002	0.002533396107061393	3126687, 3127858, 3127142, 3129384, 3123097, 3128099, 3126485, 3124490, 3128056, 3127422, 3123056, 3129765, 3124645, 3126703, 3128740, 3125998, 3123193, 3126017, 3127307, 3126464, 3126990, 3129520, 3124525, 3129008, 3126495, 3126809, 3126805, 3128064, 3124845, 3128871, 3128939, 3127700, 3129316, 3122590, 3126071, 3124344, 3126751, 3126910, 3126070, 3127789, 3124085	237	530	4870	1.589602738635459	0.9399814224553343	0.06193319965694222	3.97926664501449
GOTERM_BP_FAT	GO:0034621~cellular macromolecular complex subunit organization	35	14.000000000000002	0.0026774198794147952	3126687, 3127858, 3127142, 3124756, 3129384, 3123097, 3128099, 3127529, 3125044, 3124432, 3128863, 3123211, 3125528, 3128740, 3127495, 3123076, 3126464, 3126568, 3122867, 3124054, 3129543, 3128992, 3126495, 3126809, 3123169, 3126246, 3123645, 3123667, 3129194, 3125659, 3128574, 3125489, 3124632, 3129430, 3125034	237	431	4870	1.6686735782744475	0.9488626808221747	0.06393654992528253	4.20096743297832
GOTERM_BP_FAT	GO:0000742~karyogamy during conjugation with cellular fusion	6	2.4	0.0027514025691356427	3127422, 3126809, 3128056, 3127307, 3126464, 3129316	237	21	4870	5.8710066305003	0.9529013457051128	0.06426611039469166	4.31466488888309
GOTERM_BP_FAT	GO:0048610~reproductive cellular process	23	9.2	0.0030882685480733375	3124756, 3129008, 3126495, 3127553, 3126809, 3123645, 3125101, 3128056, 3128064, 3129316, 3125567, 3127422, 3122991, 3125968, 3128209, 3125998, 3128145, 3129442, 3123193, 3124085, 3127789, 3127307, 3126464	237	243	4870	1.944921949610182	0.9676191870025427	0.07038313368823768	4.830766816102916
GOTERM_BP_FAT	GO:0006984~ER-nuclear signaling pathway	12	4.8	0.0032084547402110725	3124780, 3128024, 3127350, 3129084, 3124116, 3128559, 3129619, 3123645, 3127923, 3124713, 3122759, 3123578	237	88	4870	2.802071346375144	0.9716717763637536	0.07155844639557085	5.014267836798325
GOTERM_BP_FAT	GO:0043242~negative regulation of protein complex disassembly	4	1.6	0.0034013415468266478	3126687, 3123097, 3125278, 3123415	237	7	4870	11.742013261000602	0.9771434474405017	0.0742143964520815	5.308075371231102
GOTERM_BP_FAT	GO:0051261~protein depolymerization	4	1.6	0.0034013415468266478	3127858, 3129384, 3123097, 3128740	237	7	4870	11.742013261000602	0.9771434474405017	0.0742143964520815	5.308075371231102
GOTERM_BP_FAT	GO:0010605~negative regulation of macromolecule metabolic process	24	9.6	0.00390919358039039	3126687, 3127858, 3128304, 3126513, 3122867, 3129084, 3123097, 3126485, 3129598, 3128064, 3127700, 3129316, 3123211, 3126071, 3126703, 3128740, 3126910, 3124991, 3123370, 3123415, 3124057, 3128123, 3129520, 3123578	237	263	4870	1.875150406699716	0.9870128073035703	0.08320907505099595	6.0775721449739635
GOTERM_BP_FAT	GO:0007033~vacuole organization	9	3.5999999999999996	0.004059515277549771	3127422, 3128198, 3123090, 3127989, 3125863, 3127553, 3123645, 3123193, 3127789	237	54	4870	3.4247538677918423	0.9890143480158737	0.08465498577666852	6.304212478092175
GOTERM_BP_FAT	GO:0000011~vacuole inheritance	5	2.0	0.004805859696883242	3127989, 3127553, 3123645, 3123193, 3127789	237	15	4870	6.849507735583685	0.9952163263219497	0.0976395965712501	7.421904975057214
GOTERM_BP_FAT	GO:0030472~mitotic spindle organization in nucleus	6	2.4	0.005103114219614116	3127858, 3128740, 3128056, 3124845, 3127307, 3128939	237	24	4870	5.137130801687763	0.9965653599542621	0.10152252651588467	7.863569633762824
GOTERM_BP_FAT	GO:0008033~tRNA processing	13	5.2	0.0052293667981578975	3123348, 3129419, 3127516, 3122458, 3122950, 3123026, 3126426, 3125557, 3122511, 3124335, 3129733, 3123241, 3124985	237	107	4870	2.496549548483773	0.9970162797818931	0.10208286137195177	8.050559017656278
GOTERM_BP_FAT	GO:0000743~nuclear migration during conjugation with cellular fusion	4	1.6	0.005248585413168334	3126809, 3127307, 3126464, 3129316	237	8	4870	10.274261603375527	0.997079528065812	0.1006736300293023	8.07899198322829
GOTERM_BP_FAT	GO:0043623~cellular protein complex assembly	14	5.6000000000000005	0.006597378110975506	3126687, 3124054, 3124756, 3127529, 3128992, 3125044, 3124432, 3126809, 3123667, 3128863, 3123211, 3125528, 3126568, 3126464	237	124	4870	2.3199945556009256	0.9993514256018412	0.12285637615790546	10.054000561556077
GOTERM_BP_FAT	GO:0007005~mitochondrion organization	24	9.6	0.006680666843080976	3127181, 3128449, 3127529, 3129357, 3125873, 3125660, 3125044, 3124545, 3123645, 3126245, 3128223, 3126785, 3128216, 3128863, 3128024, 3124632, 3129731, 3124361, 3123193, 3125050, 3127443, 3128471, 3127789, 3127943	237	275	4870	1.793325661680092	0.9994090140816623	0.1222698788638934	10.174644770809637
GOTERM_BP_FAT	GO:0000073~spindle pole body separation	3	1.2	0.006791834527008892	3126687, 3129384, 3128740	237	3	4870	20.548523206751053	0.9994779981572652	0.12217460911220768	10.335435431449703
GOTERM_BP_FAT	GO:0030010~establishment of cell polarity	13	5.2	0.007012389652836338	3124780, 3127858, 3127553, 3123645, 3125101, 3128209, 3126910, 3125998, 3128145, 3129442, 3123193, 3127789, 3127307	237	111	4870	2.4065837989888625	0.9995919557915145	0.12389862966002674	10.653643412901193
GOTERM_BP_FAT	GO:0006997~nucleus organization	10	4.0	0.007450408637848908	3127422, 3128574, 3126485, 3124968, 3126809, 3123169, 3128056, 3127307, 3126464, 3129316	237	72	4870	2.8539615564932017	0.9997498466507754	0.12909636070810604	11.28246272211867
GOTERM_BP_FAT	GO:0007052~mitotic spindle organization	8	3.2	0.007713299225897174	3126687, 3127858, 3122590, 3128740, 3128056, 3124845, 3127307, 3128939	237	48	4870	3.424753867791842	0.9998135242658496	0.1313143225866753	11.657873060954415
GOTERM_BP_FAT	GO:0007266~Rho protein signal transduction	5	2.0	0.00960869892734771	3128209, 3127553, 3125998, 3128145, 3129442	237	18	4870	5.707923112986403	0.9999776251458803	0.1586123512327664	14.320769631272679
GOTERM_BP_FAT	GO:0044087~regulation of cellular component biogenesis	6	2.4	0.010077806560684523	3129357, 3129619, 3125278, 3125998, 3128145, 3123415	237	28	4870	4.403254972875226	0.9999867694889597	0.1633097498266558	14.968113707126507
GOTERM_BP_FAT	GO:0032535~regulation of cellular component size	13	5.2	0.010549797726580015	3124116, 3129357, 3123342, 3125278, 3123645, 3122759, 3123026, 3128203, 3123032, 3125998, 3128145, 3127789, 3123415	237	117	4870	2.283169245194562	0.9999922038307368	0.16788060492923607	15.614806983249075
GOTERM_BP_FAT	GO:0022413~reproductive process in single-celled organism	17	6.800000000000001	0.010670739077386674	3124756, 3129008, 3126495, 3127553, 3123645, 3125101, 3128064, 3125567, 3122991, 3125968, 3128209, 3125998, 3128145, 3129442, 3123193, 3124085, 3127789	237	176	4870	1.984800537015727	0.9999931921920444	0.1672631093250745	15.779769668686006
GOTERM_BP_FAT	GO:0007051~spindle organization	8	3.2	0.01072663422488603	3126687, 3127858, 3122590, 3128740, 3128056, 3124845, 3127307, 3128939	237	51	4870	3.223297757921734	0.9999936056671589	0.16574286845055175	15.855907842879112
GOTERM_BP_FAT	GO:0006457~protein folding	12	4.8	0.013853982546621268	3123211, 3127722, 3128992, 3125528, 3125044, 3124432, 3123564, 3129598, 3123667, 3128123, 3124057, 3126568	237	107	4870	2.304507275523483	0.9999998090943832	0.2061952158067405	20.014516815810733
GOTERM_BP_FAT	GO:0051300~spindle pole body organization	5	2.0	0.014101050581749361	3127422, 3126687, 3129384, 3128740, 3124490	237	20	4870	5.137130801687763	0.9999998554108037	0.20674327537149306	20.334706325661834
GOTERM_BP_FAT	GO:0031023~microtubule organizing center organization	5	2.0	0.014101050581749361	3127422, 3126687, 3129384, 3128740, 3124490	237	20	4870	5.137130801687763	0.9999998554108037	0.20674327537149306	20.334706325661834
GOTERM_BP_FAT	GO:0019953~sexual reproduction	23	9.2	0.014146569896680459	3124756, 3129008, 3124116, 3126495, 3127553, 3126809, 3125101, 3128056, 3128064, 3122759, 3129316, 3125567, 3127422, 3128209, 3125998, 3127923, 3128145, 3129442, 3123193, 3124085, 3127789, 3127307, 3126464	237	277	4870	1.7061950677085713	0.9999998626280137	0.204666548836004	20.393566142993592
GOTERM_BP_FAT	GO:0007163~establishment or maintenance of cell polarity	13	5.2	0.015335540728334903	3124780, 3127858, 3127553, 3123645, 3125101, 3128209, 3126910, 3125998, 3128145, 3129442, 3123193, 3127789, 3127307	237	123	4870	2.1717951356728755	0.9999999639684207	0.2171710027393552	21.916629172675872
