S000004063	S000005842	1	notSL
S000003506	S000005001	1	SL
S000001915	S000000922	1	SL
S000004970	S000002764	1	notSL
S000005682	S000004063	1	notSL
S000006261	S000004582	1	SL
S000004908	S000003416	1	SL
S000000661	S000000335	1	notSL
S000004751	S000006086	1	notSL
S000005876	S000006162	1	SL
S000004898	S000002615	1	notSL
S000000922	S000005853	1	notSL
S000005215	S000001296	1	SL
S000000101	S000000556	1	notSL
S000001857	S000006345	1	SL
S000004908	S000000159	1	SL
S000004219	S000003834	1	SL
S000002801	S000000313	1	notSL
S000004746	S000004908	1	SL
S000004421	S000004467	1	notSL
S000000629	S000001383	1	notSL
S000000629	S000002235	1	notSL
S000002481	S000003879	1	SL
S000003168	S000002801	1	notSL
S000000629	S000004029	1	SL
S000000787	S000003310	1	SL
S000005682	S000004312	1	notSL
S000002742	S000000673	1	SL
S000005242	S000000876	1	notSL
S000001935	S000001629	1	notSL
S000004571	S000002615	1	SL
S000001547	S000004108	1	notSL
S000003814	S000003660	1	notSL
S000004206	S000003310	1	notSL
S000004659	S000005632	1	notSL
S000006345	S000001417	1	notSL
S000000022	S000002379	2	SL
S000002684	S000001667	2	notSL
S000005361	S000005838	2	SL
S000005378	S000000118	2	SL
S000004929	S000000729	2	SL
S000002974	S000004908	2	SL
S000005043	S000001021	2	SL
S000001547	S000004224	2	notSL
S000004908	S000000922	2	SL
S000006011	S000004376	2	notSL
S000005425	S000004905	2	notSL
S000004219	S000006022	2	SL
S000001352	S000005097	2	SL
S000000662	S000000815	2	notSL
S000003432	S000004219	2	SL
S000004908	S000000367	2	SL
S000001855	S000002615	2	SL
S000004200	S000000673	2	notSL
S000006022	S000003092	2	notSL
S000006022	S000004312	2	notSL
S000004908	S000003461	2	SL
S000001765	S000006395	2	notSL
S000004029	S000000922	2	SL
S000002104	S000001338	2	notSL
S000001417	S000004593	2	notSL
S000004908	S000004325	2	SL
S000004908	S000002171	2	SL
S000001270	S000001667	2	notSL
S000000787	S000004811	2	SL
S000004069	S000004751	2	SL
S000000629	S000005334	2	SL
S000002684	S000004798	2	SL
S000004224	S000006078	2	notSL
S000005001	S000001072	2	notSL
S000000130	S000005097	2	SL
S000004908	S000002742	2	SL
S000004108	S000006162	2	notSL
S000002645	S000002989	2	notSL
S000003029	S000004659	2	SL
S000005952	S000001617	2	notSL
S000001629	S000000629	2	notSL
S000004809	S000004703	2	notSL
S000004908	S000003660	2	SL
S000001855	S000000361	2	SL
S000005561	S000004948	2	SL
S000004593	S000004798	2	notSL
S000002591	S000006162	2	notSL
S000002530	S000002295	2	notSL
S000003269	S000002615	2	notSL
S000004837	S000000787	2	notSL
S000000120	S000000729	2	SL
S000005835	S000004362	2	notSL
S000004190	S000003879	2	notSL
S000001338	S000003925	2	notSL
S000004421	S000000022	2	notSL
S000004908	S000001639	2	SL
S000001412	S000001857	2	notSL
S000002191	S000006022	2	notSL
S000004908	S000003690	2	SL
S000001352	S000000154	2	SL
S000001631	S000005001	2	notSL
S000004908	S000005805	2	SL
S000001688	S000000673	2	SL
S000003924	S000001383	2	notSL
S000004908	S000001458	2	SL
S000004908	S000000465	2	notSL
S000002487	S000003029	2	SL
S000003062	S000004360	2	notSL
S000001765	S000004659	2	notSL
S000002615	S000000197	2	notSL
S000004908	S000004907	2	SL
S000001609	S000005013	2	notSL
S000000818	S000001609	2	notSL
S000001270	S000003713	2	notSL
S000004029	S000001295	2	SL
S000002264	S000000780	2	notSL
S000006261	S000002742	2	SL
S000005259	S000004659	2	notSL
S000000629	S000004312	2	SL
S000003029	S000003184	2	SL
S000005051	S000006345	2	SL
S000003506	S000002701	2	SL
S000003310	S000000780	2	notSL
S000004571	S000005334	2	SL
S000001270	S000004063	2	notSL
S000002235	S000000876	2	notSL
S000000673	S000003879	2	notSL
S000004908	S000004229	2	SL
S000002742	S000005097	2	SL
S000005561	S000004190	2	SL
S000002487	S000003827	2	SL
S000002684	S000003168	2	notSL
S000001617	S000005242	2	notSL
S000003506	S000000876	2	SL
S000000922	S000001855	2	notSL
S000000818	S000004837	2	SL
S000001855	S000001547	2	notSL
S000005259	S000000159	2	notSL
S000004467	S000003827	2	SL
S000004467	S000003631	2	SL
S000000642	S000002591	2	notSL
S000000201	S000005080	2	notSL
S000000326	S000004200	2	notSL
S000001617	S000002171	2	SL
S000000787	S000000661	2	SL
S000005876	S000004798	2	SL
S000005001	S000002826	2	notSL
S000003879	S000000154	2	notSL
S000003879	S000003690	2	SL
S000000935	S000005682	2	notSL
S000004855	S000005097	2	notSL
S000005835	S000004229	2	notSL
S000004970	S000004224	2	SL
S000002742	S000004659	2	SL
S000004751	S000001490	2	notSL
S000002191	S000002870	2	notSL
S000002481	S000000729	2	notSL
S000003115	S000006434	2	notSL
S000000313	S000000729	2	notSL
S000002191	S000004362	2	notSL
S000003084	S000001631	2	notSL
S000000022	S000000780	2	SL
S000002740	S000004811	2	SL
S000006261	S000003660	2	notSL
S000001631	S000005838	2	notSL
S000004746	S000004559	2	SL
S000001855	S000000673	2	SL
S000003029	S000004811	2	SL
S000000022	S000004559	2	SL
S000002270	S000006395	2	notSL
S000003268	S000001657	2	notSL
S000005682	S000004219	2	notSL
S000003049	S000001072	2	notSL
S000000154	S000000900	2	notSL
S000001639	S000005334	2	SL
S000001631	S000004905	2	notSL
S000005425	S000001072	2	SL
S000004376	S000005097	2	SL
S000004035	S000004837	2	SL
S000002742	S000000154	2	SL
S000004798	S000005211	2	notSL
S000004908	S000003268	2	SL
S000001338	S000003184	2	notSL
S000001629	S000002171	2	SL
S000001855	S000006162	2	SL
S000000629	S000000729	2	SL
S000001268	S000003268	2	notSL
S000001296	S000003310	2	SL
S000000780	S000000922	2	notSL
S000001715	S000005561	2	notSL
S000002930	S000000661	2	notSL
S000001688	S000003660	2	SL
S000002826	S000002801	2	notSL
S000005363	S000005242	2	SL
S000000935	S000005425	2	notSL
S000005334	S000002615	2	SL
S000003432	S000000935	2	SL
S000000642	S000002104	2	notSL
S000005835	S000001593	2	notSL
S000004206	S000004899	2	notSL
S000006190	S000000642	2	notSL
S000003432	S000004582	2	SL
S000003879	S000005242	2	SL
S000003924	S000000673	2	notSL
S000005414	S000004807	2	notSL
S000005051	S000005097	2	SL
S000005246	S000001458	2	notSL
S000000729	S000004338	2	notSL
S000002915	S000002777	2	notSL
S000005246	S000000815	2	notSL
S000001338	S000004924	2	SL
S000001632	S000004465	2	notSL
S000004063	S000001045	2	notSL
S000005853	S000003461	2	SL
S000005334	S000004223	2	SL
S000000818	S000004659	2	SL
S000001352	S000000957	2	SL
S000000787	S000000818	2	SL
S000004467	S000005632	2	SL
S000004035	S000006162	2	SL
S000004910	S000002870	2	notSL
S000003029	S000000022	2	SL
S000003432	S000005242	2	SL
S000004206	S000000118	2	notSL
S000000326	S000004223	2	SL
S000000335	S000003925	2	SL
S000001539	S000004190	2	SL
S000006261	S000001800	2	notSL
S000005455	S000003713	2	SL
S000004296	S000005211	2	SL
S000001667	S000002801	2	notSL
S000000729	S000000181	2	notSL
S000005455	S000003506	2	SL
S000005842	S000000935	2	notSL
S000001631	S000004751	2	notSL
S000000022	S000003925	2	SL
S000001490	S000002740	2	notSL
S000001054	S000001171	2	SL
S000001338	S000000361	2	notSL
S000002801	S000005334	2	notSL
S000000818	S000006022	2	SL
S000004108	S000003506	2	SL
S000001855	S000002684	2	SL
S000003684	S000004219	2	notSL
S000000201	S000001715	2	SL
S000001857	S000000935	2	notSL
S000000307	S000005097	2	SL
S000003049	S000003310	2	notSL
S000000916	S000005334	2	notSL
S000004035	S000004811	2	SL
S000000130	S000004559	2	SL
S000000335	S000002591	2	SL
S000005401	S000001490	2	notSL
S000004190	S000000809	2	SL
S000000022	S000006190	2	SL
S000005361	S000003827	2	SL
S000004296	S000004924	2	SL
S000005378	S000003925	2	SL
S000000818	S000006345	2	SL
S000001667	S000000629	2	notSL
S000001857	S000002530	2	notSL
S000002191	S000004811	2	notSL
S000003432	S000000130	2	notSL
S000004908	S000001539	2	SL
S000002684	S000003827	2	notSL
S000000818	S000001171	2	SL
S000000130	S000000673	2	SL
S000002264	S000004376	2	notSL
S000004206	S000002777	2	notSL
S000001383	S000004908	2	SL
S000007243	S000004809	2	notSL
S000003834	S000001609	2	notSL
S000005561	S000004837	2	SL
S000002742	S000006162	2	SL
S000005691	S000001539	2	notSL
S000001876	S000004912	2	notSL
S000000815	S000001876	2	notSL
S000000787	S000004029	2	SL
S000001296	S000003827	2	notSL
S000001857	S000004798	2	SL
S000000935	S000004035	2	notSL
S000004798	S000006086	2	notSL
S000002742	S000006434	2	SL
S000003072	S000000367	2	notSL
S000003268	S000002295	2	notSL
S000003269	S000006261	2	notSL
S000003506	S000005632	2	SL
S000002915	S000001802	2	notSL
S000005805	S000001458	2	notSL
S000004029	S000006161	2	SL
S000004948	S000004907	2	notSL
S000000335	S000003351	2	SL
S000004571	S000003660	2	SL
S000002487	S000005211	2	SL
S000003072	S000004907	2	notSL
S000001667	S000001609	2	notSL
S000004908	S000004231	2	SL
S000004571	S000001171	2	SL
S000005043	S000003168	2	notSL
S000004907	S000002104	2	notSL
S000005334	S000003827	2	SL
S000002270	S000002264	2	notSL
S000001270	S000000154	2	notSL
S000000022	S000001800	2	SL
S000005361	S000005334	2	SL
S000004907	S000001417	2	SL
S000003506	S000004231	2	SL
S000002742	S000004798	2	SL
S000001539	S000003506	2	SL
S000003093	S000004908	2	SL
S000004376	S000000313	2	SL
S000000661	S000003924	2	notSL
S000006261	S000003775	2	notSL
S000002742	S000001895	2	SL
S000000313	S000002974	2	notSL
S000001765	S000005242	2	SL
S000005013	S000001171	2	SL
S000004924	S000004912	2	notSL
S000005691	S000001338	2	notSL
S000004190	S000006345	2	SL
S000003351	S000006434	2	SL
S000001855	S000003310	2	SL
S000004807	S000002270	2	notSL
S000004898	S000000900	2	notSL
S000001295	S000005414	2	notSL
S000000181	S000004582	2	notSL
S000005561	S000004334	2	SL
S000002684	S000004837	2	SL
S000000629	S000005838	2	SL
S000002530	S000004798	2	notSL
S000005215	S000004334	2	SL
S000001383	S000001800	2	notSL
S000000130	S000004362	2	notSL
S000000335	S000000957	2	notSL
S000005425	S000000101	2	notSL
S000004219	S000004231	2	notSL
S000004898	S000004325	2	notSL
S000003814	S000006345	2	SL
S000003461	S000000367	2	notSL
S000004559	S000000118	2	notSL
S000002264	S000002708	2	notSL
S000000118	S000002171	2	notSL
S000005215	S000004206	2	notSL
S000001296	S000003631	2	SL
S000005561	S000001338	2	SL
S000001593	S000005378	2	SL
S000004376	S000005324	2	SL
S000003814	S000004312	2	SL
S000003690	S000001802	2	notSL
S000005001	S000001948	2	notSL
S000005215	S000000818	2	SL
S000000629	S000002742	2	SL
S000004069	S000004223	2	SL
S000005561	S000004069	2	notSL
S000004908	S000004593	2	SL
S000005842	S000006161	2	SL
S000000815	S000000307	2	notSL
S000005215	S000003461	2	SL
S000000818	S000002777	2	SL
S000004912	S000006011	2	notSL
S000001915	S000003631	2	SL
S000003268	S000001633	2	notSL
S000003879	S000006345	2	SL
S000004376	S000001895	2	SL
S000004029	S000002235	2	SL
S000006161	S000006022	2	notSL
S000000780	S000000361	2	notSL
S000004906	S000002989	2	notSL
S000004908	S000000661	2	SL
S000004035	S000005682	2	notSL
S000003879	S000001935	2	notSL
S000001548	S000002191	2	notSL
S000002870	S000002191	2	notSL
S000005455	S000004593	2	notSL
S000006162	S000002801	2	notSL
S000004190	S000005242	2	SL
S000004751	S000000935	2	SL
S000000818	S000003416	2	SL
S000001855	S000005334	2	SL
S000003049	S000003834	2	SL
S000002684	S000003684	2	notSL
S000000629	S000005080	2	SL
S000000199	S000005043	2	notSL
S000001045	S000004571	2	notSL
S000004908	S000001490	2	SL
S000005162	S000001948	2	notSL
S000003740	S000004798	2	SL
S000004069	S000003506	2	SL
S000001857	S000004559	2	SL
S000003660	S000001609	2	notSL
S000002870	S000004908	2	SL
S000003333	S000003184	2	SL
S000004703	S000003049	2	notSL
S000002295	S000001547	2	notSL
S000004465	S000001458	2	notSL
S000000130	S000002826	2	notSL
S000001045	S000006273	2	notSL
S000004338	S000004224	2	notSL
S000006078	S000004899	2	notSL
S000001617	S000004465	2	notSL
S000005584	S000001617	2	notSL
S000001054	S000005334	2	SL
S000004467	S000001072	2	SL
S000002487	S000003506	2	SL
S000005561	S000001855	2	SL
S000004907	S000003310	2	SL
S000004908	S000005097	2	SL
S000004908	S000002104	2	SL
S000003029	S000003631	2	SL
S000004571	S000002379	2	SL
S000000326	S000004908	2	SL
S000002191	S000000673	2	notSL
S000006162	S000004855	2	notSL
S000001327	S000005378	2	notSL
S000000419	S000000118	2	notSL
S000001458	S000002645	2	notSL
S000001352	S000001915	2	SL
S000001295	S000004908	2	SL
S000004908	S000002530	2	SL
S000003432	S000005414	2	SL
S000004029	S000002104	2	SL
S000001802	S000003713	2	notSL
S000000120	S000003310	2	SL
S000004895	S000004809	2	notSL
S000005561	S000005853	2	SL
S000000787	S000000957	2	SL
S000000335	S000005361	2	SL
S000004908	S000006434	2	SL
S000000511	S000000818	2	notSL
S000005842	S000004798	2	SL
S000001948	S000002742	2	notSL
S000001352	S000000197	2	notSL
S000003351	S000000787	2	notSL
S000000818	S000000935	2	SL
S000003506	S000004924	2	SL
S000001855	S000003093	2	notSL
S000001054	S000002235	2	SL
S000004746	S000003310	2	SL
S000000815	S000000900	2	notSL
S000000335	S000002930	2	SL
S000005363	S000004334	2	SL
S000001072	S000001802	2	notSL
S000001609	S000002936	2	notSL
S000000662	S000004460	2	notSL
